filename,clause_text
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"Neither the execution of this Agreement nor the disclosure of any Confidential Information is construed as granting either expressly or by implication, estoppel or otherwise, any license or right to the Confidential Information or any intellectual property rights embodied therein."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,11. NO WARRANTY.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"All Confidential Information provided under this Agreement is provided “AS IS” and specifically excludes any warranty, whether express or implied, including without limitation, any implied warranty of merchantability, fitness for a particular purpose, or accuracy."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"The Disclosing Party is not liable under this Agreement for any damages in connection with, related to, or arising out of the use of its Confidential Information."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,12. NO OBLIGATION.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,This Agreement shall not be construed in any manner to be an obligation to enter into a further substantive contract or to disclose any particular Confidential Information.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,13. INDEPENDENT DEVELOPMENTS.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"Disclosing Party understands that Recipient may develop or have developed information internally, or receive or have received information from other parties that is similar to the Confidential Information."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"Accordingly, nothing in this Agreement shall be construed as a representation that Recipient has not or will not independently develop products that compete with the products or systems contemplated by the Confidential Information provided that it does so without breaching the terms of this Agreement."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,14. RELATIONSHIP.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,Each party hereto shall be considered as an independent contractor responsible for its own expenses and financial obligations incurred in the performance of this Agreement.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,15. NO WAIVER.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,Neither party waives any rights in invention or development lawfully possessed by it at the time of signing this Agreement.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"In addition, this Agreement does not imply any waiver of any rights or action under the patent, trademark, copyright, trade secret, unfair competition, fair trade or related laws."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,Failure to exercise any rights under this Agreement shall not be construed as a waiver of such rights.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,16. INUREMENT.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"This Agreement shall inure to the benefit of the parties hereto and their respective “Affiliates” (as defined below), successors, assigns and legal representatives."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"The parties agree that each party and its Affiliates may receive Confidential Information from and/or disclose Confidential Information to the other party and the other party's Affiliates, and that all such Confidential Information shall be governed by this Agreement."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,Recipient shall be fully responsible to the Disclosing Party for any breach of this Agreement by the Recipient’s Affiliates.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"“Affiliate”, as used herein, means an entity that directly or indirectly controls, is controlled by or is under common control with a party to this Agreement; and as used in this Section ”control”, “controls” or ”controlled” means:"
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,(i) fifty-one percent (51%) or more ownership or beneficial interest of income or capital of such entity;
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,(ii) ownership of at least fifty-one percent (51%) of the voting power or voting equity; or
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,(iii) the ability to otherwise direct or share management policies of such entity.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,17. INJUNCTIVE RELIEF.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"The parties agree that any use of Confidential Information in violation of this Agreement may cause the other party irreparable harm, and may leave it with no adequate remedy at law and shall, thereby, entitle it to seek injunctive relief in any court with competent jurisdiction over the party or party’s Affiliate in violation."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,18. CHOICE OF LAW.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"This Agreement is governed and construed in accordance with the laws of the State of Michigan, without regard to principles of conflict or choice of laws."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,The Parties hereby unconditionally and irrevocably agree to submit to the exclusive jurisdiction of the state and federal courts of the State of Michigan.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,19. SURVIVAL.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"Sections 1, 2, 3, 4, 5, 6, 17, 18, 19 and any sections (or parts thereof) which, by their nature, are intended to survive termination shall survive termination of this Agreement."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,20. SEVERABILITY.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"If a court finds any provision of this Agreement or any right or obligation invalid or unenforceable, this Agreement shall be immediately deemed amended to:"
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"(i) include a provision that reflects the intent of the parties, or, if"
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"(i) is not possible,"
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,(ii) to exclude such provision and the parties shall negotiate in good faith a substitute provision that reflect the parties’ intent at the time of entering into the Agreement.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,21. ENTIRE AGREEMENT.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"This Agreement contains the entire understanding between the parties regarding the Confidential Information and supersedes all other communications, reports or understandings between the parties in respect thereto."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,No change or addition to any provision shall be binding unless it is in writing and signed by an authorized representative of both parties.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,"All notices shall be in writing and delivered by electronic mail, registered or certified mail (return receipt requested) to the appropriate address set forth in the signature block below."
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,22. HEADINGS.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,Headings in this Agreement are for reference only and shall not affect the meaning of the provisions.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,23. COUNTERPARTS.
01_Bosch-Automotive-Service-Solutions-Mutual-Non-Disclosure-Agreement-7-12-17.pdf,This Agreement may be signed in two or more counterparts including signing facsimile copies.
